faculty,application,lowest_score,highest_score
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه پوهنتون بغلان,45,167.2481,274.2917
انستیتیوت کثیرالرشتوی نهرین ولایت بغلان,45,149.2818,270.0081
دیپارتمنت رادیو تلویزیون پوهنځی ژورنالیزم پوهنتون بغلان,45,171.6964,265.9783
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون بغلان,45,216.7239,261.6869
دیپارتمنت بانکداری و تجارت پوهنځی اقتصاد پوهنتون بغلان,45,198.3192,256.8195
دیپارتمنت استخراج معادن مواد مفیده جامد پوهنځی انجنیری پوهنتون بغلان,45,179.6672,245.665
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,176.6177,215.3799
دیپارتمنت احصائیه و اکونومتری پوهنځی اقتصاد پوهنتون بغلان,45,173.7538,214.1803
انستیتیوت کثیرالرشتوی دوشی ولایت بغلان,45,147.9363,213.7513
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بغلان,45,173.798,211.361
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بغلان (مدارس),45,152.4406,207.564
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.0402,207.003
دیپارتمنت مطبوعات پوهنځی ژورنالیزم پوهنتون بغلان,45,164.4634,206.816
انستیتیوت کثیرالرشتوی خنجان ولایت بغلان,45,147.8506,205.8806
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.03,205.3632
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون بغلان,45,158.9158,197.5996
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون بغلان,45,154.5229,195.3448
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بغلان,45,164.2424,189.9047
دیپارتمنت هارتیکلچرو جنگلات پوهنځی زراعت پوهنتون بغلان,45,150.1957,184.8535
دیپارتمنت جامعه شناسی پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,151.4826,184.059
دیپارتمنت حفاظۀ نباتات پوهنځی زراعت پوهنتون بغلان,45,150.1394,183.8173
دیپارتمنت مدیریت آموزشی پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.0643,183.5319
انستیتیوت کثیرالرشتوی ولسوالی خوست ولایت بغلان,45,149.8428,183.4556
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون بغلان,45,150.4608,183.2112
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.955,183.1136
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.2729,181.9347
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون بغلان,45,150.6791,180.9777
دیپارتمنت زبان و ادبیات پشتو پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,150.0622,179.8317
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,150.8339,178.8201
دیپارتمنت خاک شناسی و آبیاری پوهنځی زراعت پوهنتون بغلان,45,151.0426,178.697
دیپارتمنت زبان و ادبیات عربی پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,150.5045,178.0702
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بغلان (مدارس),45,150.5567,177.1666
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون بغلان,45,151.3828,168.8221
انستیتیوت اداره و حسابداری بغلان مرکزی ولایت بغلان,45,143.9521,168.1177
انستیتیوت اداره و حسابداری ولایت بغلان,45,142.0036,163.518
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی ادبیات و علوم بشری پوهنتون بغلان,45,158.031,158.031
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه پوهنتون بغلان (مدارس),45,156.1404,156.1404
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون بغلان,45,155.3032,155.3032
دیپارتمنت زبان و ادبیات عربی پوهنځی ادبیات و علوم بشری پوهنتون بغلان (مدارس),45,150.4471,150.4471
انستیتیوت زراعت و وترنری بغلان جدید ولایت بغلان,45,140.7478,147.4857
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد مؤسسه تحصیلات عالی سمنگان,45,183.2668,242.5605
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد مؤسسه تحصیلات عالی سمنگان,45,175.3171,221.3714
دیپارتمنت انجنیری استخراج معادن پوهنځی جیولوجی و معادن مؤسسه تحصیلات عالی سمنگان,45,154.9068,220.1592
دیپارتمنت انجنیری اکتشاف معادن و جیولوجی پوهنځی جیولوجی و معادن مؤسسه تحصیلات عالی سمنگان,45,152.1428,203.7436
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,156.579,196.9855
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,151.2732,196.7214
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی سمنگان,45,159.1123,188.5838
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی سمنگان,45,151.2185,187.9456
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت مؤسسه تحصیلات عالی سمنگان,45,155.5225,187.4148
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی سمنگان,45,150.6686,184.8528
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی سمنگان (مدارس),45,150.0291,183.5071
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,183.3762,183.3762
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,154.5868,175.9884
دیپارتمنت جنگلات و باغداری پوهنځی زراعت مؤسسه تحصیلات عالی سمنگان,45,150.7655,170.0985
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,150.436,170.076
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,150.195,169.2846
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,151.3723,169.0427
انستیتیوت زراعت و وترنری ولایت سمنگان,45,144.4146,168.6905
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,164,164
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,150.0395,158.6943
دیپارتمنت زبان و ادبیات عربی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سمنگان,45,153.1018,155.1386
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی سمنگان (مدارس),45,154.1364,154.1364
انستیتیوت اداره و حسابداری ولایت سمنگان,45,141.4855,152.7051
انستیتیوت تخنیکی ولایت سمنگان,45,145.9441,151.3183
انستیتیوت تخنیکیولسوالی خرم سار باغ ولایت سمنگان,45,142.521,145.5048
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس مؤسسه تحصیلات عالی ارزگان,45,197.1281,254.3503
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی ارزگان,45,150.7335,207.0331
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی ارزگان,45,150.3498,196.1484
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,160.2681,192.7467
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,151.1724,187.4178
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,150.0838,183.1018
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی ارزگان,45,152.1103,180.394
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,150.2258,176.6605
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی ارزگان,45,152.7051,172.512
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,150.9652,172.2558
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی ارزگان (مدارس),45,171.2654,171.2654
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی ارزگان,45,151.9903,170.8245
انستیتیوت کثیرالرشتوی مرکز ولایت ارزگان,45,148.7398,148.7398
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,172.5864,261.1559
دیپارتمنت اداره تجارت پوهنځی اقتصاد مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,177.1682,249.1563
انستیتیوت اداره و حسابداری ولایت زابل,45,147.4412,204.4952
دیپارتمنت مالداری پوهنځی زراعت مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,153.1129,203.3024
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی زابل (میرویس خان نیکه) (مدارس),45,156.7322,193.481
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,151.4272,192.7912
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,152.3529,182.4305
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,161.0385,179.1618
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی زابل (میرویس خان نیکه) (مدارس),45,153.8936,178.5098
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,150.0402,177.3665
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,150.7115,176.2439
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,159.1336,159.1336
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی زابل (میرویس خان نیکه),45,152.6616,156.832
انستیتیوت زراعت و وترنری ولایت زابل,45,143.1928,155.0511
دیپارتمنت استخراج معادن مواد مفیده جامد پوهنځی جیولوجی و معادن مؤسسه تحصیلات عالی پنجشیر,45,172.2034,219.6404
انستیتیوت اداره و حسابداری ولایت پنجشیر,45,141.8609,212.6087
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی پنجشیر,45,174.4908,210.362
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,166.6092,207.3221
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی پنجشیر,45,166.4118,204.0212
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,151.4699,193.4946
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,153.2337,190.0825
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی پنجشیر (مدارس),45,150.0395,186.4475
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت مؤسسه تحصیلات عالی پنجشیر,45,158.9482,183.8069
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,154.0808,178.3585
انستیتیوت تخنیکی و مسلکی ولایت پنجشیر,45,140.8263,173.2268
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,150.448,172.7859
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت مؤسسه تحصیلات عالی پنجشیر,45,150.1072,170.8713
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی پنجشیر,45,150.4464,170.6942
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی پنجشیر (مدارس),45,150.7662,169.1411
دیپارتمنت سیول پوهنځی انجنیری پوهنتون بدخشان,45,225.5756,279.0676
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس پوهنتون بدخشان,45,211.8584,274.1899
دیپارتمنت تکنالوژی معلوماتی پوهنځی کمپیوتر ساینس پوهنتون بدخشان,45,221.9,266.7952
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون بدخشان,45,208.6303,252.4585
انستیتیوت کثیرالرشتوی شغنان ولایت بدخشان,45,140.6938,250.9493
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون بدخشان,45,178.0918,244.1791
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون بدخشان,45,193.6373,234.8676
دیپارتمنت جیولوجی و معدن پوهنځی انجنیری پوهنتون بدخشان,45,173.8094,228.3132
دیپارتمنت جامعه شناسی پوهنځی علوم اجتماعی پوهنتون بدخشان,45,160.2794,226.4586
دیپارتمنت ژورنالیزم پوهنځی ادبیات و علوم بشری پوهنتون بدخشان,45,168.9759,221.3916
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون بدخشان,45,152.9358,216.0197
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون بدخشان,45,172.1582,212.751
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون بدخشان,45,163.0861,210.1169
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی ادبیات و علوم بشری پوهنتون بدخشان,45,180.0305,206.3535
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون بدخشان,45,153.0902,202.5857
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون بدخشان,45,159.1456,199.3177
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بدخشان,45,174.1187,197.8438
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت پوهنتون بدخشان,45,163.1306,197.4686
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی ادبیات و علوم بشری پوهنتون بدخشان,45,165.7623,197.1276
انستیتیوت کثیرالرشتوی راغستان ولایت بدخشان,45,148.8734,196.0823
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بدخشان,45,166.324,195.4344
انستیتیوت زراعت عمومی کشم ولایت بدخشان,45,141.5087,192.207
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون بدخشان,45,150.5799,190.7201
دیپارتمنت زبان و ادبیات عربی پوهنځی ادبیات و علوم بشری پوهنتون بدخشان,45,157.4493,189.4429
دیپارتمنت جغرافیه پوهنځی علوم اجتماعی پوهنتون بدخشان,45,153.7295,188.4865
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون بدخشان (مدارس),45,150.5808,187.2939
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون بدخشان,45,150.1934,187.0978
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون بدخشان,45,152.848,181.9245
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون بدخشان (مدارس),45,152.7147,181.6689
دیپارتمنت تاریخ پوهنځی علوم اجتماعی پوهنتون بدخشان,45,152.7913,177.829
دیپارتمنت علوم سیاسی و روابط بین الملل  پوهنځی حقوق و علوم سیاسی پوهنتون بدخشان (مدارس),45,157.7255,174.6349
انستیتیوت مسلکی زراعت یاوان ولایت بدخشان,45,146.2963,171.7835
دیپارتمنت زبان و ادبیات عربی پوهنځی ادبیات و علوم بشری پوهنتون بدخشان (مدارس),45,150.8431,167.8631
انستیتیوت اداره و حسابداری بهارک ولایت بدخشان,45,144.1625,166.1032
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون بدخشان (مدارس),45,150.5011,163.2393
انستیتیوت زراعت و وترنری بهارک ولایت بدخشان,45,142.7303,162.1732
دیپارتمنت زبان و ادبیات پشتو پوهنځی ادبیات و علوم بشری پوهنتون بدخشان,45,152.1323,160.5655
انستیتیوت کثیرالرشتوی فیض آباد ولایت بدخشان,45,143.6879,160.3341
دارالعلوم/دارالحفاظ شمس المدارس ولایت بدخشان,45,148.8509,148.8509
دیپارتمنت عمومی پوهنځی طب معالجوی پوهنتون هرات,45,330.7893,357.2556
دیپارتمنت انجنیری نرم افزار پوهنځی کمپیوتر ساینس پوهنتون هرات,45,312.6343,355.9235
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد پوهنتون هرات,45,287.7546,336.7227
دیپارتمنت سیول پوهنځی انجنیری پوهنتون هرات,45,296.6293,328.6973
دیپارتمنت عمومی پوهنځی ستوماتولوژی پوهنتون هرات,45,308.198,325.8125
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون هرات,45,273.641,321.5632
دیپارتمنت فزیک پوهنځی ساینس پوهنتون هرات,45,151.7477,319.4284
دیپارتمنت عمومی پوهنځی علوم وترنری پوهنتون هرات,45,193.5614,316.2258
دیپارتمنت اداره عامه پوهنځی اداره و پالیسی عامه پوهنتون هرات,45,261.3074,313.3394
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس پوهنتون هرات,45,287.1366,313.1848
دیپارتمنت تکنالوژی معلوماتی پوهنځی کمپیوتر ساینس پوهنتون هرات,45,298.1032,312.3161
دیپارتمنت مهندسی پوهنځی انجنیری پوهنتون هرات,45,259.9994,308.8259
دیپارتمنت اقتصاد تصدی پوهنځی اقتصاد پوهنتون هرات,45,272.3286,308.8252
دیپارتمنت میکاترونیک پوهنځی انجنیری پوهنتون هرات,45,256.8083,307.1409
دیپارتمنت انجنیری آبرسانی و محیط زیست پوهنځی انجنیری پوهنتون هرات,45,218.6934,305.6661
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون هرات (مدارس),45,178.862,303.1348
دیپارتمنت ریاضی پوهنځی ساینس پوهنتون هرات,45,162.7355,295.9008
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون هرات,45,226.5087,294.9781
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون هرات,45,182.3854,293.2584
دیپارتمنت مدیریت شهری پوهنځی انجنیری پوهنتون هرات,45,239.3046,291.3985
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی زبان و ادبیات پوهنتون هرات,45,227.6765,289.8127
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون هرات,45,207.0021,287.9965
دیپارتمنت مدیریت و انکشاف پوهنځی اداره و پالیسی عامه پوهنتون هرات,45,216.459,282.7446
دیپارتمنت زبان و ادبیات آلمانی پوهنځی زبان و ادبیات پوهنتون هرات,45,189.4098,281.6099
دیپارتمنت گرافیک پوهنځی هنرهای زیبا پوهنتون هرات,45,194.4078,280.9614
دیپارتمنت پالیسی عامه پوهنځی اداره و پالیسی عامه پوهنتون هرات,45,230.7585,277.1746
دیپارتمنت ژورنالیزم پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون هرات,45,191.2811,276.3163
دیپارتمنت روانشناسی و علوم تربیتی پوهنځی تعلیم و تربیه پوهنتون هرات,45,193.3834,274.2777
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون هرات,45,164.7695,268.5515
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه پوهنتون هرات,45,179.1942,262.9206
دیپارتمنت تکنالوژی مواد غذایی پوهنځی زراعت پوهنتون هرات,45,198.5046,262.2801
دیپارتمنت بیولوژی پوهنځی ساینس پوهنتون هرات,45,160.7862,260.9668
دیپارتمنت خاک شناسی پوهنځی زراعت پوهنتون هرات,45,165.7074,260.3293
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون هرات,45,197.7211,256.882
دیپارتمنت کیمیا پوهنځی ساینس پوهنتون هرات,45,151.8017,255.4966
دیپارتمنت مشاوره و رهنمائی پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.4909,251.5568
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون هرات (مدارس),45,186.5578,248.505
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون هرات,45,178.6099,245.1705
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون هرات,45,180.1074,244.4541
دیپارتمنت روابط عامه پوهنځی ژورنالیزم و ارتباطات جمعی پوهنتون هرات,45,168.9873,236.3832
دیپارتمنت زبان و ادبیات پشتو پوهنځی زبان و ادبیات پوهنتون هرات,45,151.1517,236.3769
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت پوهنتون هرات,45,158.2427,235.901
دیپارتمنت حفاظۀ نباتات پوهنځی زراعت پوهنتون هرات,45,156.9764,234.6252
دیپارتمنت جامعه شناسی پوهنځی علوم اجتماعی پوهنتون هرات,45,168.8237,230.4389
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.2173,229.4957
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی زبان و ادبیات پوهنتون هرات,45,161.2044,229.0985
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.5592,228.9204
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون هرات (مدارس),45,150.1505,226.8718
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون هرات,45,155.4017,224.6511
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون هرات (مدارس),45,159.5509,224.2539
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون هرات,45,154.0476,223.8148
انستیتیوت اداره و حسابداری ولایت هرات,45,158.5949,221.182
دیپارتمنت طرح و دیزاین قالین پوهنځی هنرهای زیبا پوهنتون هرات,45,150.8663,217.6595
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون هرات,45,152.1428,216.7457
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.3368,214.9383
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه پوهنتون هرات,45,153.1234,210.7657
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.448,208.8961
دیپارتمنت خطاطی ونقاشی پوهنځی هنرهای زیبا پوهنتون هرات,45,150.3924,206.6406
دیپارتمنت تاریخ پوهنځی علوم اجتماعی پوهنتون هرات,45,150.0094,203.5565
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.6028,198.7585
دیپارتمنت سیاحت و باستان شناسی پوهنځی علوم اجتماعی پوهنتون هرات,45,151.4826,196.9538
انستیتیوت تخنیکی ولایت هرات,45,140.2878,189.6636
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون هرات (مدارس),45,186.2943,186.2943
دیپارتمنت میناتوری پوهنځی هنرهای زیبا پوهنتون هرات,45,155.819,185.8102
دارالعلوم/دارالحفاظ فخرالمدارس ولایت هرات,45,184.8505,184.8505
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.6686,176.4534
انستیتیوت مسلکی زراعت ولایت هرات,45,149.3915,175.4496
دیپارتمنت تربیت بدنی پوهنځی تعلیم و تربیه پوهنتون هرات,45,150.4367,171.4313
دیپارتمنت جغرافیه پوهنځی علوم اجتماعی پوهنتون هرات,45,150.7455,171.4083
انستیتیوت کثیرالرشتوی کروخ ولایت هرات,45,167.8526,167.8526
دارالعلوم/دارالحفاظ جامع شریف ولایت هرات,45,167.0507,167.0507
دارالعلوم/دارالحفاظ امام صادق ولایت هرات,45,143.3784,143.3784
دیپارتمنت اداره تجارت پوهنځی اقتصاد مؤسسه تحصیلات عالی فراه,46,175.1317,290.8377
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد مؤسسه تحصیلات عالی فراه,46,171.7965,269.5344
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,150.7451,258.8667
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی فراه (مدارس),46,150.448,235.5155
دیپارتمنت اداره عامه پوهنځی اداره و پالیسی عامه مؤسسه تحصیلات عالی فراه,46,156.7456,233.2511
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت مؤسسه تحصیلات عالی فراه,46,150.8663,211.5517
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,150.2392,205.9677
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی فراه,46,151.1313,198.7576
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی فراه,46,150.1943,193.9256
دیپارتمنت پالیسی عامه پوهنځی اداره و پالیسی عامه مؤسسه تحصیلات عالی فراه,46,151.4826,185.0405
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,150.0838,183.3669
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,153.904,175.6266
انستیتیوت تخنیکی و مسلکی ولایت فراه,46,172.1915,172.1915
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,150.9321,168.9108
انستیتیوت کثیرالرشتوی تخنیکی ولایت فراه,46,148.929,168.7359
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,150.7551,167.8978
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی فراه,46,153.9816,167.5541
انستیتیوت زراعت و وترنری ولایت فراه,46,166.0371,166.0371
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,154.5433,165.0475
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی فراه,46,151.1747,155.9843
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی فراه (مدارس),46,153.0684,153.0684
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد مؤسسه تحصیلات عالی بادغیس,46,176.8837,264.1935
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد مؤسسه تحصیلات عالی بادغیس,46,168.7665,237.0999
دیپارتمنت علوم محیط زیستی پوهنځی محیط زیست مؤسسه تحصیلات عالی بادغیس,46,150.8549,230.7038
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی بادغیس,46,154.3451,204.8226
انستیتیوت اداره و حسابداری ولایت بادغیس,46,143.0382,200.5064
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی بادغیس,46,154.1243,195.4087
دیپارتمنت مدیریت منابع طبیعی پوهنځی محیط زیست مؤسسه تحصیلات عالی بادغیس,46,151.373,192.7768
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی بادغیس,46,155.6668,184.6199
